scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,status,completed,failed_plans,time_to_goal_ms,simulated_duration_ms,wall_time_ms,realtime_factor,planned_path_length_mm,travelled_distance_mm,straight_line_mm,mean_final_error_mm,max_final_error_mm,max_final_speed_mmps
random-s0-0111,voronoi,cycle,50.0,20.0,0.0,1,0,completed,True,0,2640.000000000002,2640.000000000002,238.65537600022435,11.06197582575102,24455.25681315749,24099.22300051508,23591.698333373435,58.714002124206026,59.28098924180658,
random-s0-0111,voronoi,cycle,50.0,100.0,0.0,1,0,completed,True,0,2840.0000000000014,2840.0000000000014,70.05189500023334,40.54137293488693,24455.25681315749,24182.417169043118,23591.698333373435,59.42013987211879,59.93575526168222,
random-s0-0111,voronoi,cycle,150.0,20.0,0.0,1,0,completed,True,0,3340.0000000000027,3340.0000000000027,745.5404649999764,4.479971452656307,25905.28896809537,26218.994007357785,23591.698333373435,58.834754591653045,59.92455650035406,
random-s0-0111,voronoi,cycle,150.0,100.0,0.0,1,0,completed,True,0,3620.000000000002,3620.000000000002,235.7568010002069,15.354806243730906,25905.28896809537,25942.311099048857,23591.698333373435,59.08979939162312,59.8109830301948,
random-s0-0111,voronoi,event,0.0,20.0,0.0,1,0,completed,True,0,2720.000000000002,2720.000000000002,112.8539669998645,24.101944063723234,24494.27246377614,24090.94396421471,23591.698333373435,58.87995909086379,59.93201235152355,
random-s0-0111,voronoi,event,0.0,100.0,0.0,1,0,completed,True,0,2700.000000000001,2700.000000000001,44.391450999683,60.82252188646146,24494.27246377614,24107.994095820217,23591.698333373435,59.14805476078038,59.55526280419789,
random-s0-0111,voronoi,event,50.0,20.0,0.0,1,0,completed,True,0,2640.000000000002,2640.000000000002,143.02633199986303,18.458139582315024,24455.25681315749,24147.901523570443,23591.698333373435,58.81629829108232,59.28098924180658,
random-s0-0111,voronoi,event,50.0,100.0,0.0,1,0,completed,True,0,2840.0000000000014,2840.0000000000014,62.469711000176176,45.4620319916638,24455.25681315749,24182.785311862848,23591.698333373435,59.08294751329792,59.90290473121725,
random-s0-0111,voronoi,event,150.0,20.0,0.0,1,0,completed,True,0,3120.0000000000023,3120.0000000000023,177.83214500013855,17.5446345765979,25905.28896809537,25383.913154253954,23591.698333373435,58.78107011432602,59.28098924180658,
random-s0-0111,voronoi,event,150.0,100.0,0.0,1,0,completed,True,0,6359.999999999952,6359.999999999952,109.45647500011546,58.10528796942568,25905.28896809537,27717.262987802005,23591.698333373435,58.96484458809093,59.28098924180658,
random-s0-0111,prm,once,0.0,20.0,0.0,1,0,completed,True,0,4000.0000000000023,4000.0000000000023,31.106741000257895,128.5894912606512,25908.34666681231,25441.995520773264,23591.698333373435,58.85801457310353,59.70221520138696,
random-s0-0111,prm,cycle,0.0,20.0,0.0,1,0,completed,True,0,2780.000000000002,2780.000000000002,333.050818999709,8.347074504574122,25908.34666681231,24878.176205626427,23591.698333373435,59.02329493004811,59.74074783539127,
random-s0-0111,prm,cycle,0.0,100.0,0.0,1,0,completed,True,0,2640.000000000001,2640.000000000001,80.68746000026294,32.71883883804742,25908.34666681231,24575.240956402307,23591.698333373435,58.94766605115533,59.28098924180658,
random-s0-0111,prm,cycle,50.0,20.0,0.0,1,0,completed,True,0,2680.000000000002,2680.000000000002,342.23311799996736,7.830919507913484,25908.34666681231,24827.258070842254,23591.698333373435,59.20701434646645,59.89294605518519,
random-s0-0111,prm,cycle,50.0,100.0,0.0,1,0,completed,True,0,2580.000000000001,2580.000000000001,53.57078899987755,48.16057497316118,25908.34666681231,23484.192237960804,23591.698333373435,59.0517682437771,59.70221520138697,
random-s0-0111,prm,cycle,150.0,20.0,0.0,1,0,completed,True,0,2660.000000000002,2660.000000000002,250.920318000226,10.600974927815956,26579.936488277857,25355.827116534903,23591.698333373435,59.079867920466974,59.70221520138697,
